,result,timestamp,currentVote.answer_id,currentVote.poll_id,currentVote.voted_at,384232,384233,384234,384235
0,"[{'id': 384232, 'votes': 24177}, {'id': 384233, 'votes': 9034}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23137}]",2020-05-22 19:34:38.673429,384235,95679,1590168878000,24177,9034,1855,23137
1,"[{'id': 384232, 'votes': 24177}, {'id': 384233, 'votes': 9034}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23138}]",2020-05-22 19:34:43.484738,384235,95679,1590168883000,24177,9034,1855,23138
2,"[{'id': 384232, 'votes': 24187}, {'id': 384233, 'votes': 9034}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23140}]",2020-05-22 19:34:48.828497,384235,95679,1590168888000,24187,9034,1855,23140
3,"[{'id': 384232, 'votes': 24187}, {'id': 384233, 'votes': 9034}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23142}]",2020-05-22 19:34:53.930658,384235,95679,1590168893000,24187,9034,1855,23142
4,"[{'id': 384232, 'votes': 24187}, {'id': 384233, 'votes': 9034}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23143}]",2020-05-22 19:34:58.832508,384235,95679,1590168898000,24187,9034,1855,23143
5,"[{'id': 384232, 'votes': 24188}, {'id': 384233, 'votes': 9034}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23144}]",2020-05-22 19:35:03.363035,384235,95679,1590168903000,24188,9034,1855,23144
6,"[{'id': 384232, 'votes': 24192}, {'id': 384233, 'votes': 9034}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23146}]",2020-05-22 19:35:07.682112,384235,95679,1590168907000,24192,9034,1855,23146
7,"[{'id': 384232, 'votes': 24203}, {'id': 384233, 'votes': 9034}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23147}]",2020-05-22 19:35:12.065206,384235,95679,1590168911000,24203,9034,1855,23147
8,"[{'id': 384232, 'votes': 24203}, {'id': 384233, 'votes': 9034}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23148}]",2020-05-22 19:35:17.265630,384235,95679,1590168917000,24203,9034,1855,23148
9,"[{'id': 384232, 'votes': 24208}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23149}]",2020-05-22 19:35:21.718719,384235,95679,1590168921000,24208,9035,1855,23149
10,"[{'id': 384232, 'votes': 24210}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23150}]",2020-05-22 19:35:26.710775,384235,95679,1590168926000,24210,9035,1855,23150
11,"[{'id': 384232, 'votes': 24210}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23151}]",2020-05-22 19:35:30.696558,384235,95679,1590168930000,24210,9035,1855,23151
12,"[{'id': 384232, 'votes': 24210}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23152}]",2020-05-22 19:35:34.487727,384235,95679,1590168934000,24210,9035,1855,23152
13,"[{'id': 384232, 'votes': 24210}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23153}]",2020-05-22 19:35:38.004797,384235,95679,1590168937000,24210,9035,1855,23153
14,"[{'id': 384232, 'votes': 24210}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23154}]",2020-05-22 19:35:41.596128,384235,95679,1590168941000,24210,9035,1855,23154
15,"[{'id': 384232, 'votes': 24210}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23155}]",2020-05-22 19:35:45.506014,384235,95679,1590168945000,24210,9035,1855,23155
16,"[{'id': 384232, 'votes': 24215}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23156}]",2020-05-22 19:35:48.922441,384235,95679,1590168948000,24215,9035,1855,23156
17,"[{'id': 384232, 'votes': 24230}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23157}]",2020-05-22 19:35:56.606510,384235,95679,1590168956000,24230,9035,1855,23157
18,"[{'id': 384232, 'votes': 24230}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23159}]",2020-05-22 19:36:00.168524,384235,95679,1590168960000,24230,9035,1855,23159
19,"[{'id': 384232, 'votes': 24230}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23161}]",2020-05-22 19:36:03.781151,384235,95679,1590168963000,24230,9035,1855,23161
20,"[{'id': 384232, 'votes': 24230}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23163}]",2020-05-22 19:36:09.690360,384235,95679,1590168969000,24230,9035,1855,23163
21,"[{'id': 384232, 'votes': 24230}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23165}]",2020-05-22 19:36:15.133872,384235,95679,1590168974000,24230,9035,1855,23165
22,"[{'id': 384232, 'votes': 24230}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23166}]",2020-05-22 19:36:20.258476,384235,95679,1590168980000,24230,9035,1855,23166
23,"[{'id': 384232, 'votes': 24230}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23167}]",2020-05-22 19:36:25.602845,384235,95679,1590168985000,24230,9035,1855,23167
24,"[{'id': 384232, 'votes': 24230}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23169}]",2020-05-22 19:36:30.272725,384235,95679,1590168989000,24230,9035,1855,23169
25,"[{'id': 384232, 'votes': 24230}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23170}]",2020-05-22 19:36:34.766618,384235,95679,1590168994000,24230,9035,1855,23170
26,"[{'id': 384232, 'votes': 24230}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23171}]",2020-05-22 19:36:38.410470,384235,95679,1590168998000,24230,9035,1855,23171
27,"[{'id': 384232, 'votes': 24230}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23172}]",2020-05-22 19:36:42.113613,384235,95679,1590169001000,24230,9035,1855,23172
28,"[{'id': 384232, 'votes': 24230}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23173}]",2020-05-22 19:36:45.859149,384235,95679,1590169005000,24230,9035,1855,23173
29,"[{'id': 384232, 'votes': 24230}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23174}]",2020-05-22 19:36:49.545340,384235,95679,1590169009000,24230,9035,1855,23174
30,"[{'id': 384232, 'votes': 24230}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23175}]",2020-05-22 19:36:53.233816,384235,95679,1590169013000,24230,9035,1855,23175
31,"[{'id': 384232, 'votes': 24235}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23177}]",2020-05-22 19:36:57.141503,384235,95679,1590169016000,24235,9035,1855,23177
32,"[{'id': 384232, 'votes': 24238}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23178}]",2020-05-22 19:37:01.685787,384235,95679,1590169021000,24238,9035,1855,23178
33,"[{'id': 384232, 'votes': 24241}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23179}]",2020-05-22 19:37:05.178174,384235,95679,1590169025000,24241,9035,1855,23179
34,"[{'id': 384232, 'votes': 24246}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23180}]",2020-05-22 19:37:09.240456,384235,95679,1590169029000,24246,9035,1855,23180
35,"[{'id': 384232, 'votes': 24246}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23181}]",2020-05-22 19:37:13.631793,384235,95679,1590169033000,24246,9035,1855,23181
36,"[{'id': 384232, 'votes': 24249}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23182}]",2020-05-22 19:37:17.303255,384235,95679,1590169036000,24249,9035,1855,23182
37,"[{'id': 384232, 'votes': 24253}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23183}]",2020-05-22 19:37:21.001858,384235,95679,1590169040000,24253,9035,1855,23183
38,"[{'id': 384232, 'votes': 24254}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23185}]",2020-05-22 19:37:24.860539,384235,95679,1590169044000,24254,9035,1855,23185
39,"[{'id': 384232, 'votes': 24257}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23186}]",2020-05-22 19:37:28.169409,384235,95679,1590169048000,24257,9035,1855,23186
40,"[{'id': 384232, 'votes': 24261}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23187}]",2020-05-22 19:37:31.700346,384235,95679,1590169051000,24261,9035,1855,23187
41,"[{'id': 384232, 'votes': 24261}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23188}]",2020-05-22 19:37:36.395484,384235,95679,1590169056000,24261,9035,1855,23188
42,"[{'id': 384232, 'votes': 24261}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1855}, {'id': 384235, 'votes': 23189}]",2020-05-22 19:37:39.772346,384235,95679,1590169059000,24261,9035,1855,23189
43,"[{'id': 384232, 'votes': 24263}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1856}, {'id': 384235, 'votes': 23191}]",2020-05-22 19:37:43.202495,384235,95679,1590169063000,24263,9035,1856,23191
44,"[{'id': 384232, 'votes': 24272}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1857}, {'id': 384235, 'votes': 23193}]",2020-05-22 19:37:47.915347,384235,95679,1590169067000,24272,9035,1857,23193
45,"[{'id': 384232, 'votes': 24273}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1857}, {'id': 384235, 'votes': 23195}]",2020-05-22 19:37:52.004676,384235,95679,1590169071000,24273,9035,1857,23195
46,"[{'id': 384232, 'votes': 24280}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1857}, {'id': 384235, 'votes': 23196}]",2020-05-22 19:37:56.066037,384235,95679,1590169075000,24280,9035,1857,23196
47,"[{'id': 384232, 'votes': 24281}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1858}, {'id': 384235, 'votes': 23198}]",2020-05-22 19:38:00.129080,384235,95679,1590169079000,24281,9035,1858,23198
48,"[{'id': 384232, 'votes': 24281}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1858}, {'id': 384235, 'votes': 23199}]",2020-05-22 19:38:03.984335,384235,95679,1590169083000,24281,9035,1858,23199
49,"[{'id': 384232, 'votes': 24281}, {'id': 384233, 'votes': 9035}, {'id': 384234, 'votes': 1858}, {'id': 384235, 'votes': 23200}]",2020-05-22 19:38:08.372094,384235,95679,1590169088000,24281,9035,1858,23200
50,"[{'id': 384232, 'votes': 24286}, {'id': 384233, 'votes': 9036}, {'id': 384234, 'votes': 1858}, {'id': 384235, 'votes': 23201}]",2020-05-22 19:38:13.653925,384235,95679,1590169093000,24286,9036,1858,23201
51,"[{'id': 384232, 'votes': 24286}, {'id': 384233, 'votes': 9036}, {'id': 384234, 'votes': 1859}, {'id': 384235, 'votes': 23203}]",2020-05-22 19:38:17.115577,384235,95679,1590169097000,24286,9036,1859,23203
52,"[{'id': 384232, 'votes': 24286}, {'id': 384233, 'votes': 9036}, {'id': 384234, 'votes': 1860}, {'id': 384235, 'votes': 23205}]",2020-05-22 19:38:20.730496,384235,95679,1590169100000,24286,9036,1860,23205
53,"[{'id': 384232, 'votes': 24286}, {'id': 384233, 'votes': 9036}, {'id': 384234, 'votes': 1860}, {'id': 384235, 'votes': 23207}]",2020-05-22 19:38:24.254767,384235,95679,1590169104000,24286,9036,1860,23207
54,"[{'id': 384232, 'votes': 24286}, {'id': 384233, 'votes': 9036}, {'id': 384234, 'votes': 1860}, {'id': 384235, 'votes': 23209}]",2020-05-22 19:38:27.760384,384235,95679,1590169107000,24286,9036,1860,23209
55,"[{'id': 384232, 'votes': 24286}, {'id': 384233, 'votes': 9036}, {'id': 384234, 'votes': 1861}, {'id': 384235, 'votes': 23210}]",2020-05-22 19:38:31.957590,384235,95679,1590169111000,24286,9036,1861,23210
56,"[{'id': 384232, 'votes': 24289}, {'id': 384233, 'votes': 9036}, {'id': 384234, 'votes': 1861}, {'id': 384235, 'votes': 23212}]",2020-05-22 19:38:36.235750,384235,95679,1590169115000,24289,9036,1861,23212
57,"[{'id': 384232, 'votes': 24296}, {'id': 384233, 'votes': 9036}, {'id': 384234, 'votes': 1861}, {'id': 384235, 'votes': 23213}]",2020-05-22 19:38:40.306689,384235,95679,1590169120000,24296,9036,1861,23213
58,"[{'id': 384232, 'votes': 24298}, {'id': 384233, 'votes': 9036}, {'id': 384234, 'votes': 1861}, {'id': 384235, 'votes': 23215}]",2020-05-22 19:38:44.291591,384235,95679,1590169124000,24298,9036,1861,23215
59,"[{'id': 384232, 'votes': 24300}, {'id': 384233, 'votes': 9036}, {'id': 384234, 'votes': 1862}, {'id': 384235, 'votes': 23217}]",2020-05-22 19:38:50.991957,384235,95679,1590169130000,24300,9036,1862,23217
60,"[{'id': 384232, 'votes': 24305}, {'id': 384233, 'votes': 9036}, {'id': 384234, 'votes': 1862}, {'id': 384235, 'votes': 23218}]",2020-05-22 19:38:57.136567,384235,95679,1590169136000,24305,9036,1862,23218
61,"[{'id': 384232, 'votes': 24310}, {'id': 384233, 'votes': 9037}, {'id': 384234, 'votes': 1862}, {'id': 384235, 'votes': 23219}]",2020-05-22 19:39:03.782639,384235,95679,1590169143000,24310,9037,1862,23219
62,"[{'id': 384232, 'votes': 24311}, {'id': 384233, 'votes': 9037}, {'id': 384234, 'votes': 1862}, {'id': 384235, 'votes': 23220}]",2020-05-22 19:39:07.341613,384235,95679,1590169147000,24311,9037,1862,23220
63,"[{'id': 384232, 'votes': 24311}, {'id': 384233, 'votes': 9037}, {'id': 384234, 'votes': 1862}, {'id': 384235, 'votes': 23221}]",2020-05-22 19:39:10.682029,384235,95679,1590169150000,24311,9037,1862,23221
64,"[{'id': 384232, 'votes': 24314}, {'id': 384233, 'votes': 9037}, {'id': 384234, 'votes': 1863}, {'id': 384235, 'votes': 23222}]",2020-05-22 19:39:14.129346,384235,95679,1590169154000,24314,9037,1863,23222
65,"[{'id': 384232, 'votes': 24319}, {'id': 384233, 'votes': 9037}, {'id': 384234, 'votes': 1863}, {'id': 384235, 'votes': 23223}]",2020-05-22 19:39:18.946753,384235,95679,1590169158000,24319,9037,1863,23223
66,"[{'id': 384232, 'votes': 24319}, {'id': 384233, 'votes': 9037}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23224}]",2020-05-22 19:39:23.548076,384235,95679,1590169163000,24319,9037,1864,23224
67,"[{'id': 384232, 'votes': 24319}, {'id': 384233, 'votes': 9037}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23226}]",2020-05-22 19:39:28.575492,384235,95679,1590169168000,24319,9037,1864,23226
68,"[{'id': 384232, 'votes': 24319}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23227}]",2020-05-22 19:39:32.361812,384235,95679,1590169172000,24319,9038,1864,23227
69,"[{'id': 384232, 'votes': 24324}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23228}]",2020-05-22 19:39:35.946806,384235,95679,1590169175000,24324,9038,1864,23228
70,"[{'id': 384232, 'votes': 24324}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23229}]",2020-05-22 19:39:40.256103,384235,95679,1590169180000,24324,9038,1864,23229
71,"[{'id': 384232, 'votes': 24324}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23230}]",2020-05-22 19:39:45.471891,384235,95679,1590169185000,24324,9038,1864,23230
72,"[{'id': 384232, 'votes': 24329}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23231}]",2020-05-22 19:39:49.766277,384235,95679,1590169189000,24329,9038,1864,23231
73,"[{'id': 384232, 'votes': 24330}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23232}]",2020-05-22 19:39:57.968666,384235,95679,1590169197000,24330,9038,1864,23232
74,"[{'id': 384232, 'votes': 24343}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23234}]",2020-05-22 19:40:02.086440,384235,95679,1590169201000,24343,9038,1864,23234
75,"[{'id': 384232, 'votes': 24352}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23235}]",2020-05-22 19:40:06.059669,384235,95679,1590169205000,24352,9038,1864,23235
76,"[{'id': 384232, 'votes': 24354}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23237}]",2020-05-22 19:40:09.741981,384235,95679,1590169209000,24354,9038,1864,23237
77,"[{'id': 384232, 'votes': 24359}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23239}]",2020-05-22 19:40:13.231564,384235,95679,1590169213000,24359,9038,1864,23239
78,"[{'id': 384232, 'votes': 24363}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23240}]",2020-05-22 19:40:16.829845,384235,95679,1590169216000,24363,9038,1864,23240
79,"[{'id': 384232, 'votes': 24371}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23242}]",2020-05-22 19:40:22.851091,384235,95679,1590169222000,24371,9038,1864,23242
80,"[{'id': 384232, 'votes': 24371}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23243}]",2020-05-22 19:40:30.533180,384235,95679,1590169230000,24371,9038,1864,23243
81,"[{'id': 384232, 'votes': 24376}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23244}]",2020-05-22 19:40:37.748152,384235,95679,1590169237000,24376,9038,1864,23244
82,"[{'id': 384232, 'votes': 24378}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23245}]",2020-05-22 19:40:42.424665,384235,95679,1590169242000,24378,9038,1864,23245
83,"[{'id': 384232, 'votes': 24378}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23246}]",2020-05-22 19:40:47.113120,384235,95679,1590169246000,24378,9038,1864,23246
84,"[{'id': 384232, 'votes': 24382}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23248}]",2020-05-22 19:40:52.242523,384235,95679,1590169252000,24382,9038,1864,23248
85,"[{'id': 384232, 'votes': 24382}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23251}]",2020-05-22 19:40:58.128239,384235,95679,1590169257000,24382,9038,1864,23251
86,"[{'id': 384232, 'votes': 24384}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23253}]",2020-05-22 19:41:04.075886,384235,95679,1590169263000,24384,9038,1864,23253
87,"[{'id': 384232, 'votes': 24388}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23255}]",2020-05-22 19:41:10.271646,384235,95679,1590169269000,24388,9038,1864,23255
88,"[{'id': 384232, 'votes': 24388}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23256}]",2020-05-22 19:41:14.204300,384235,95679,1590169274000,24388,9038,1864,23256
89,"[{'id': 384232, 'votes': 24391}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23258}]",2020-05-22 19:41:17.490602,384235,95679,1590169277000,24391,9038,1864,23258
90,"[{'id': 384232, 'votes': 24391}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23260}]",2020-05-22 19:41:21.226770,384235,95679,1590169281000,24391,9038,1864,23260
91,"[{'id': 384232, 'votes': 24398}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23262}]",2020-05-22 19:41:25.424042,384235,95679,1590169285000,24398,9038,1864,23262
92,"[{'id': 384232, 'votes': 24398}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23265}]",2020-05-22 19:41:29.034122,384235,95679,1590169288000,24398,9038,1864,23265
93,"[{'id': 384232, 'votes': 24398}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23266}]",2020-05-22 19:41:32.690066,384235,95679,1590169292000,24398,9038,1864,23266
94,"[{'id': 384232, 'votes': 24403}, {'id': 384233, 'votes': 9038}, {'id': 384234, 'votes': 1864}, {'id': 384235, 'votes': 23267}]",2020-05-22 19:41:36.294236,384235,95679,1590169296000,24403,9038,1864,23267
95,"[{'id': 384232, 'votes': 24403}, {'id': 384233, 'votes': 9039}, {'id': 384234, 'votes': 1865}, {'id': 384235, 'votes': 23269}]",2020-05-22 19:41:39.869650,384235,95679,1590169299000,24403,9039,1865,23269
96,"[{'id': 384232, 'votes': 24408}, {'id': 384233, 'votes': 9039}, {'id': 384234, 'votes': 1865}, {'id': 384235, 'votes': 23270}]",2020-05-22 19:41:48.781001,384235,95679,1590169308000,24408,9039,1865,23270
97,"[{'id': 384232, 'votes': 24410}, {'id': 384233, 'votes': 9039}, {'id': 384234, 'votes': 1865}, {'id': 384235, 'votes': 23271}]",2020-05-22 19:41:52.354259,384235,95679,1590169312000,24410,9039,1865,23271
98,"[{'id': 384232, 'votes': 24410}, {'id': 384233, 'votes': 9039}, {'id': 384234, 'votes': 1865}, {'id': 384235, 'votes': 23272}]",2020-05-22 19:41:56.007451,384235,95679,1590169315000,24410,9039,1865,23272
99,"[{'id': 384232, 'votes': 24414}, {'id': 384233, 'votes': 9039}, {'id': 384234, 'votes': 1865}, {'id': 384235, 'votes': 23273}]",2020-05-22 19:42:00.218566,384235,95679,1590169320000,24414,9039,1865,23273
100,"[{'id': 384232, 'votes': 24414}, {'id': 384233, 'votes': 9039}, {'id': 384234, 'votes': 1866}, {'id': 384235, 'votes': 23274}]",2020-05-22 19:42:03.997037,384235,95679,1590169323000,24414,9039,1866,23274
101,"[{'id': 384232, 'votes': 24414}, {'id': 384233, 'votes': 9039}, {'id': 384234, 'votes': 1866}, {'id': 384235, 'votes': 23275}]",2020-05-22 19:42:07.733742,384235,95679,1590169327000,24414,9039,1866,23275
102,"[{'id': 384232, 'votes': 24419}, {'id': 384233, 'votes': 9039}, {'id': 384234, 'votes': 1866}, {'id': 384235, 'votes': 23276}]",2020-05-22 19:42:12.321828,384235,95679,1590169332000,24419,9039,1866,23276
103,"[{'id': 384232, 'votes': 24421}, {'id': 384233, 'votes': 9039}, {'id': 384234, 'votes': 1866}, {'id': 384235, 'votes': 23279}]",2020-05-22 19:42:16.416479,384235,95679,1590169336000,24421,9039,1866,23279
104,"[{'id': 384232, 'votes': 24426}, {'id': 384233, 'votes': 9039}, {'id': 384234, 'votes': 1866}, {'id': 384235, 'votes': 23281}]",2020-05-22 19:42:20.411088,384235,95679,1590169340000,24426,9039,1866,23281
105,"[{'id': 384232, 'votes': 24426}, {'id': 384233, 'votes': 9040}, {'id': 384234, 'votes': 1866}, {'id': 384235, 'votes': 23283}]",2020-05-22 19:42:25.839334,384235,95679,1590169345000,24426,9040,1866,23283
106,"[{'id': 384232, 'votes': 24426}, {'id': 384233, 'votes': 9040}, {'id': 384234, 'votes': 1866}, {'id': 384235, 'votes': 23284}]",2020-05-22 19:42:31.262805,384235,95679,1590169351000,24426,9040,1866,23284
107,"[{'id': 384232, 'votes': 24426}, {'id': 384233, 'votes': 9040}, {'id': 384234, 'votes': 1866}, {'id': 384235, 'votes': 23285}]",2020-05-22 19:42:36.693424,384235,95679,1590169356000,24426,9040,1866,23285
108,"[{'id': 384232, 'votes': 24426}, {'id': 384233, 'votes': 9040}, {'id': 384234, 'votes': 1866}, {'id': 384235, 'votes': 23286}]",2020-05-22 19:42:40.420350,384235,95679,1590169360000,24426,9040,1866,23286
109,"[{'id': 384232, 'votes': 24426}, {'id': 384233, 'votes': 9040}, {'id': 384234, 'votes': 1866}, {'id': 384235, 'votes': 23287}]",2020-05-22 19:42:43.930544,384235,95679,1590169363000,24426,9040,1866,23287
110,"[{'id': 384232, 'votes': 24426}, {'id': 384233, 'votes': 9040}, {'id': 384234, 'votes': 1866}, {'id': 384235, 'votes': 23288}]",2020-05-22 19:42:51.300894,384235,95679,1590169371000,24426,9040,1866,23288
111,"[{'id': 384232, 'votes': 24426}, {'id': 384233, 'votes': 9040}, {'id': 384234, 'votes': 1866}, {'id': 384235, 'votes': 23289}]",2020-05-22 19:42:55.331386,384235,95679,1590169375000,24426,9040,1866,23289
112,"[{'id': 384232, 'votes': 24426}, {'id': 384233, 'votes': 9041}, {'id': 384234, 'votes': 1867}, {'id': 384235, 'votes': 23291}]",2020-05-22 19:43:04.618822,384235,95679,1590169384000,24426,9041,1867,23291
113,"[{'id': 384232, 'votes': 24426}, {'id': 384233, 'votes': 9041}, {'id': 384234, 'votes': 1867}, {'id': 384235, 'votes': 23292}]",2020-05-22 19:43:09.390452,384235,95679,1590169389000,24426,9041,1867,23292
114,"[{'id': 384232, 'votes': 24431}, {'id': 384233, 'votes': 9041}, {'id': 384234, 'votes': 1867}, {'id': 384235, 'votes': 23293}]",2020-05-22 19:43:14.082473,384235,95679,1590169393000,24431,9041,1867,23293
115,"[{'id': 384232, 'votes': 24432}, {'id': 384233, 'votes': 9041}, {'id': 384234, 'votes': 1867}, {'id': 384235, 'votes': 23295}]",2020-05-22 19:43:18.456912,384235,95679,1590169398000,24432,9041,1867,23295
116,"[{'id': 384232, 'votes': 24435}, {'id': 384233, 'votes': 9041}, {'id': 384234, 'votes': 1867}, {'id': 384235, 'votes': 23296}]",2020-05-22 19:43:22.484831,384235,95679,1590169402000,24435,9041,1867,23296
117,"[{'id': 384232, 'votes': 24435}, {'id': 384233, 'votes': 9041}, {'id': 384234, 'votes': 1867}, {'id': 384235, 'votes': 23297}]",2020-05-22 19:43:26.485099,384235,95679,1590169406000,24435,9041,1867,23297
118,"[{'id': 384232, 'votes': 24440}, {'id': 384233, 'votes': 9041}, {'id': 384234, 'votes': 1867}, {'id': 384235, 'votes': 23298}]",2020-05-22 19:43:30.815666,384235,95679,1590169410000,24440,9041,1867,23298
